ID,2_1a,Quant,R3_2,R3_3,R3_4,R4_2,R4_3,R4_4,R5_2,R5_3,R5_4,R6_2,R6_3,R6_4,R7_2,R7_3,R7_4,R8_2,R8_3,R8_4,R9_2,R9_3,R9_4,R10_2,R10_3,R10_4,R11_2,R11_3,R11_4,R12_2,R12_3,R12_4,R13_2,R13_3,R13_4,R14_2,R14_3,R14_4,R15_2,R15_3,R15_4,R16_2,R16_3,R16_4,R17_2,R17_3,R17_4,Career,US
R_2WPywE7FsgFqLYu,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,30,1,1,50,1,2,,,,,,,,,,,,,60,3,2,60,3,2,70,4,3,40,2,3,70,4,3,0,1,2,70,4,3,Late,0
R_1jiUEQXWyNsDnpv,Yes,1,80,3,2,80,3,3,40,1,1,50,1,1,30,1,1,60,3,2,70,3,3,70,3,2,20,1,1,20,1,1,10,1,2,30,3,3,30,3,3,40,1,2,40,4,4,Late,1
R_exhxu7unmLQJqFj,Yes,1,10,1,2,20,1,1,10,1,1,20,1,2,30,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,40,5,4,60,4,3,30,3,2,20,3,3,20,1,2,Late,1
R_3gZd1F73FTu2uN7,Yes,1,80,2,1,80,4,3,50,2,1,80,4,3,50,3,2,50,1,1,30,1,1,50,2,1,60,3,2,50,3,2,10,4,3,10,1,4,30,3,2,20,1,2,50,3,1,Late,0
R_1mP0H5dJ8hfUcdn,Yes,1,,3,3,,1,1,,1,1,,3,2,,1,1,,1,2,,1,2,,3,2,,1,1,,2,2,,1,3,,1,2,,1,2,,1,3,,1,,Late,0
R_1KqMs5xav3jxztS,Yes,1,,3,2,,1,2,,1,1,,1,1,90,5,2,80,3,2,30,3,3,80,3,3,,1,1,10,1,1,60,5,4,80,4,3,,1,3,30,3,3,90,5,4,Late,1
R_28zCTTb6aXZVjT5,Yes,1,80,3,2,,,,50,1,1,80,3,2,80,3,,20,1,1,50,1,1,80,3,2,50,1,1,10,1,1,10,1,3,20,1,3,30,3,2,,,,,,,Late,1
R_3JJJEzLrfIlhAa9,Yes,1,70,3,1,70,3,2,30,1,1,30,1,1,60,3,2,20,1,1,30,1,3,80,3,1,70,1,1,20,1,1,10,3,3,20,3,4,10,1,4,20,1,2,90,4,3,Late,0
R_3J5bfJhEX8xZToP,Yes,1,40,1,2,50,3,3,10,1,1,20,1,1,30,1,2,,,,30,1,2,70,3,3,30,1,1,10,1,1,50,2,2,50,3,2,,,,50,3,3,,,,Late,1
R_31ZXzf0FxP9hrmI,Yes,1,50,1,1,50,1,1,60,1,1,80,3,2,50,1,1,50,1,1,50,1,2,50,1,1,50,5,3,30,1,1,50,4,4,30,1,3,20,1,3,40,1,3,50,5,4,Late,1
R_2f6W36LKGYzujP2,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,3,2,50,3,3,,,,,,,,,,,,,20,4,3,50,1,3,30,1,3,10,3,3,10,3,3,50,3,3,10,3,3,Late,0
R_1QbIkfyT5ljjAJt,Yes,1,80,3,2,20,1,1,50,1,2,80,4,3,50,1,2,70,3,2,30,3,3,80,3,3,80,4,3,30,3,2,80,4,3,20,3,3,20,1,3,0,1,1,20,3,4,Late,0
R_1KjXgwJc8994DsZ,Yes,1,10,1,1,,1,1,10,1,1,10,3,3,10,1,1,10,1,1,10,1,3,10,1,1,20,1,1,10,3,2,10,1,3,10,3,3,20,3,3,10,1,3,20,4,3,Late,1
R_2WBUMJEUrxSpOUL,Yes,1,50,1,3,50,1,3,30,1,1,30,1,4,20,1,1,20,1,1,40,1,3,30,1,2,50,1,1,10,1,1,20,1,2,10,1,2,30,1,3,30,1,3,70,1,2,Late,1
R_Dua6hO8PMJOQ0gx,Yes,1,60,3,2,50,3,2,60,3,4,30,1,1,0,1,1,20,1,2,30,1,1,30,1,1,10,1,1,10,1,1,30,1,2,60,3,3,60,3,3,10,1,4,50,2,4,Late,1
R_3J8h5Yt1EmhfJkS,Yes,1,,1,,,1,1,,,,,,,,,,,1,1,,1,1,,1,1,,1,1,,1,1,,4,3,,,,,1,,,3,,,,,Late,0
R_3yi9aOYMYl9lnEd,Yes,1,60,3,1,20,1,1,30,1,1,30,1,1,70,4,1,40,3,2,30,3,2,30,3,2,10,1,1,0,1,1,20,1,3,30,4,3,70,4,4,70,1,3,90,4,4,Late,1
R_2aE6kiMAlTTycjc,Yes,1,60,3,2,70,3,1,40,2,1,50,1,1,40,2,1,40,1,1,40,1,1,70,3,2,40,2,2,10,1,1,50,4,4,10,1,2,10,1,3,30,1,3,40,1,3,Late,0
R_bd4nMedAjAkGlEJ,Yes,1,70,3,1,50,1,1,30,3,1,40,1,1,50,1,1,20,1,1,20,1,1,30,1,1,30,1,1,30,1,1,10,2,4,20,4,4,10,3,4,10,3,4,40,3,2,Late,1
R_C7jt5LPCW0eh89X,Yes,1,20,1,2,20,1,1,30,3,3,30,1,2,20,1,1,20,1,1,30,1,1,30,3,2,20,2,1,10,1,1,10,1,2,10,1,3,30,3,3,20,1,2,40,3,2,Late,1
R_3nTRDYeuBXVQBLi,Yes,1,70,4,3,80,3,2,30,1,2,80,4,3,100,5,3,20,1,2,10,1,2,10,1,2,50,1,1,20,1,1,70,4,3,10,1,2,10,2,2,10,1,2,80,4,3,Late,1
R_3fddEVEYCC1Ie1j,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,1,30,1,4,,,,,,,,,,,,,50,2,3,10,1,2,0,1,1,10,2,1,40,2,3,10,1,3,20,1,2,Late,0
R_3PaGpHD0419A5f3,Yes,1,60,3,2,70,3,2,60,3,1,80,3,2,30,1,1,20,1,1,40,1,2,20,1,1,40,1,1,20,1,1,70,5,4,30,3,3,60,4,4,50,2,4,100,5,4,Late,0
R_1q2txBmnp6JIpe3,Yes,1,20,3,2,20,1,2,20,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,30,3,1,10,1,1,20,1,3,40,2,3,60,5,3,0,1,3,90,4,4,Late,1
R_9FFckBQU13oNXvr,Yes,1,,3,3,,1,2,,3,3,,3,3,,5,4,,3,2,,3,2,,3,3,,1,1,,1,2,,1,2,,1,3,,3,3,,2,3,,3,3,Late,1
R_u3pVKSA1Gb18meR,Yes,1,80,3,2,10,1,1,50,3,2,50,3,2,90,3,3,10,1,1,10,1,1,20,1,1,10,1,1,0,1,1,10,1,4,20,2,4,10,2,4,10,1,3,20,1,3,Late,0
R_uf9xOwpsJ5KKmJj,Yes,1,50,1,1,30,1,1,60,3,3,10,2,2,80,3,2,20,1,1,40,1,1,70,3,2,10,1,4,10,1,1,70,4,3,10,1,1,40,3,3,10,1,3,60,3,2,Late,0
R_8ABPgAkh2r0dXC9,Yes,1,40,3,2,10,1,1,20,1,1,10,3,3,80,3,3,10,1,1,30,1,2,90,5,3,10,1,1,10,1,1,10,3,3,20,3,3,20,3,3,70,3,3,50,3,3,Late,0
R_3fOvFOB2lRckttq,Yes,1,60,3,2,70,3,3,10,1,1,50,3,2,10,1,1,10,1,1,40,2,3,10,1,2,10,1,1,10,1,1,90,5,4,60,3,3,30,3,3,70,3,3,60,4,3,Late,0
R_2TQU23gKgUpJ2Yf,Yes,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,4,3,10,1,3,0,1,2,20,1,3,20,1,2,Late,1
R_22Vd2cCQTS1kEJ3,Yes,1,50,3,2,60,3,3,10,1,4,60,4,3,10,1,1,30,2,2,20,1,2,30,3,2,60,1,1,20,1,1,10,2,2,10,1,2,10,1,2,60,3,3,50,4,3,Late,0
R_3RmuJUTvcBWYLYB,Yes,1,80,4,3,80,4,4,0,1,1,30,4,3,90,1,1,80,4,3,50,4,3,50,2,2,20,1,1,10,1,1,50,3,3,20,3,4,90,4,3,30,3,3,10,1,3,Late,0
R_1dnrWUyYW8HI9to,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,1,1,10,1,1,,,,,,,,,,,,,20,1,1,10,1,2,60,3,2,30,4,3,60,4,3,20,1,2,40,3,3,Late,0
R_2U4U592p5ZquGIe,Yes,1,60,4,2,20,3,2,0,2,,0,,,80,4,3,80,,,0,1,1,0,1,1,0,,,50,4,3,,,,10,2,3,70,3,3,70,3,,20,2,2,Late,1
R_3illASoTPEcG47f,Yes,1,80,3,2,30,1,1,40,1,1,100,5,4,10,1,1,80,4,2,70,4,3,80,4,3,50,1,1,20,1,1,10,1,2,10,2,3,40,3,3,30,3,3,50,4,3,Late,1
R_1nZ3hl07U9ORtl6,Yes,1,90,3,1,60,3,2,90,3,2,100,3,2,30,1,1,30,1,1,50,4,3,30,1,1,90,3,1,10,1,1,40,3,2,10,3,4,10,3,3,0,1,3,50,1,2,Late,1
R_R5qQlsw4T7YWehX,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,40,1,1,30,1,1,,,,,,,,,,,,,20,3,3,40,3,2,30,3,3,30,2,3,20,2,2,60,4,2,20,3,3,Late,0
R_3q8tgADHSrsWjDX,Yes,1,100,5,1,90,3,3,0,1,1,80,1,1,0,1,1,0,1,1,0,2,1,10,3,2,60,1,1,10,3,2,100,5,4,0,1,4,80,5,4,20,1,4,10,1,1,Late,1
R_25EXtM29m0jvt73,Yes,1,50,1,1,50,1,1,50,1,1,60,3,1,30,1,1,50,1,1,40,1,1,80,3,1,30,1,1,30,1,1,0,1,4,10,3,4,20,4,4,0,1,4,40,4,4,Late,0
R_33apI2L1hAhBQtf,Yes,1,100,3,2,50,1,1,90,1,1,100,3,2,30,1,1,50,1,1,70,1,1,100,3,2,100,1,1,50,1,1,50,5,4,10,1,3,10,3,3,20,3,3,30,5,3,Late,1
R_w60WbZdGH774Kad,Yes,1,10,1,1,50,1,1,10,1,1,0,1,1,10,1,1,0,1,1,10,1,1,10,1,1,70,5,3,0,1,1,70,5,4,,3,3,10,3,2,10,1,2,20,3,2,Late,0
R_3hrN4cWjiugZejK,Yes,1,100,5,4,90,4,3,80,3,4,90,4,3,90,1,2,30,1,1,70,2,2,90,4,4,30,1,1,20,1,1,80,4,3,,1,3,50,4,4,20,1,3,50,5,4,Late,1
R_3CJzBBXjrtvJuXj,Yes,1,50,1,1,60,1,2,50,1,1,80,4,4,100,5,3,50,1,1,30,1,2,40,1,2,70,1,1,30,3,2,20,1,3,80,4,1,60,4,3,30,1,3,20,3,3,Late,0
R_8k9sHZaWgGfwS3v,Yes,1,70,1,1,80,1,1,90,1,1,80,1,1,50,1,2,80,1,1,80,2,2,60,1,1,70,1,1,80,1,1,10,3,4,40,4,4,30,4,4,40,4,3,20,5,4,Late,0
R_2w5KnUahRyFzFoK,Yes,1,70,3,,80,3,3,80,5,4,80,3,,60,1,1,50,1,,,1,,90,5,4,70,1,,50,1,,40,3,3,40,1,,40,1,,80,3,4,70,1,,Late,1
R_0lcVzhi9cX3UEKd,Yes,1,100,4,2,80,1,1,70,3,1,90,4,1,70,1,1,60,3,1,20,2,1,20,1,1,30,1,1,70,1,1,10,1,2,10,1,3,10,1,3,10,2,3,30,3,3,Late,0
R_2zolCI7gMUuqCD4,Yes,1,100,3,3,80,4,4,50,1,2,100,4,4,100,4,4,20,1,1,50,1,2,30,1,2,30,1,1,0,1,1,10,1,3,30,4,4,10,4,4,30,1,3,80,4,4,Late,1
R_0ufaDbGRY5cwBpv,Yes,1,90,4,3,10,1,1,0,1,1,30,1,1,50,1,1,20,1,2,20,1,2,10,1,1,0,1,1,40,1,1,30,1,2,10,1,3,30,1,3,20,1,2,20,2,3,Late,1
R_1gBmsTwLHtWUd4n,Yes,1,20,1,1,30,1,1,10,1,1,20,1,1,30,1,1,20,1,1,10,1,1,20,1,1,50,1,1,10,1,1,20,1,3,40,1,3,60,3,3,60,3,3,40,2,3,Late,1
R_2eOnjttnK8Tt9xO,Yes,1,30,3,2,40,1,1,20,1,1,40,3,2,,1,1,20,1,1,10,1,2,20,2,2,30,1,1,,1,1,10,1,3,0,1,3,10,1,3,10,2,3,30,4,4,Late,1
R_3KBMN18BMTWyM3h,Yes,1,20,1,2,50,1,2,70,4,3,80,4,4,10,1,1,0,1,1,0,1,2,30,3,3,10,1,1,20,1,1,80,4,3,10,2,3,10,1,3,10,1,2,50,4,3,Late,1
R_3G7LwdlsCnczVWw,Yes,1,90,3,2,0,1,1,30,1,2,100,5,4,60,1,2,10,1,1,0,1,1,100,3,2,20,1,1,10,3,2,0,1,1,10,3,3,10,3,4,10,3,3,10,4,3,Late,1
R_2aahsr5coRj2wDw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,1
R_30uH15YFh83DBIG,Yes,1,100,3,2,70,1,1,70,3,1,70,5,4,50,1,1,0,1,1,30,1,2,80,3,1,20,1,1,0,1,1,10,1,3,50,4,4,20,3,4,10,1,3,90,4,4,Late,1
R_3JeBzOged1s9KbZ,Yes,1,60,4,2,50,1,2,30,1,1,40,3,2,20,1,1,20,1,1,20,1,2,20,3,2,40,1,1,30,1,1,30,5,4,30,3,3,20,3,2,10,3,3,50,4,3,Late,1
R_5gNyjjcLpdFjWP7,Yes,1,40,3,2,,,,60,1,1,50,3,2,50,1,1,,,,60,3,2,,,,,,,30,1,1,,,,,,,50,4,3,,,,70,5,4,Late,0
R_3QKrFst7ItHoew3,Yes,1,70,1,1,80,1,1,70,1,1,70,1,1,70,1,1,80,1,1,80,1,2,70,1,2,80,1,1,60,1,1,80,5,4,70,1,3,70,4,3,70,3,3,50,1,3,Late,1
R_2w1vpaEsM1ZyKj3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,1
R_C1ezmvy5M8Ps0Y9,Yes,1,80,3,4,,1,1,40,5,3,,3,1,30,1,1,,1,1,,2,2,,1,1,,3,1,,1,1,,1,3,,5,4,,5,4,,1,3,,4,3,Late,0
R_Bsk2zpffCde5OTL,Yes,1,60,3,2,70,4,2,80,3,1,60,1,1,40,3,3,50,1,1,30,1,3,60,1,1,50,3,1,10,1,1,20,3,4,20,1,4,10,1,4,20,1,3,40,3,4,Late,1
R_1AO6D3Jo45KgtxL,Yes,1,70,3,2,80,4,1,80,1,1,70,3,2,50,1,1,60,1,1,60,3,2,60,1,1,70,1,1,50,1,1,30,4,4,20,3,4,20,3,4,30,3,3,30,3,3,Late,1
R_3nu9nxJcnl4pjtQ,Yes,1,90,4,3,80,3,3,70,1,1,80,3,3,40,1,2,40,1,1,90,1,2,80,3,3,60,1,1,40,1,1,20,1,2,30,2,3,60,3,3,30,3,3,80,4,4,Late,1
R_2wsE8nFpuWaBF2W,Yes,1,,3,,,3,,90,4,3,100,4,,,,,,3,3,,1,,,,,,,,50,1,1,10,3,,10,4,3,10,3,3,,,,50,3,4,Late,1
R_Qh5tPGpRyYarAPL,Yes,1,50,3,2,50,1,2,40,1,1,80,3,2,60,2,1,50,1,2,,3,2,20,1,1,20,1,1,10,1,1,70,3,4,60,5,4,70,5,4,10,2,3,50,5,4,Late,0
R_1LAIbiOrqGjMKnq,Yes,1,40,1,1,80,1,1,60,1,1,80,3,2,80,3,2,60,3,2,20,2,2,30,1,2,70,1,1,30,1,1,10,1,4,30,3,3,,1,3,20,3,4,40,1,1,Late,1
R_O8bmyI1FwC0I4c9,Yes,1,80,4,3,30,1,1,30,1,1,90,4,3,30,1,1,80,3,2,80,3,2,80,3,2,50,3,1,30,1,1,30,1,2,50,1,3,30,1,3,30,3,3,70,3,3,Late,1
R_28Ig4IWza7tnyuP,Yes,1,70,3,2,90,3,2,30,1,1,50,3,2,70,1,1,20,1,1,10,1,2,60,3,2,70,1,1,20,5,4,10,1,3,20,1,3,10,3,3,10,3,3,10,3,3,Late,1
R_3qx4PaGlmaJsYmh,Yes,1,40,3,2,90,4,3,20,1,1,10,1,1,30,1,1,10,1,2,10,1,2,50,1,2,10,1,1,20,1,1,,1,2,10,1,2,40,3,4,20,1,3,60,3,3,Late,1
R_3e2huhQiBNOsEH7,Yes,1,20,1,1,50,1,1,30,1,1,40,3,1,50,1,1,10,1,1,10,1,1,30,1,1,80,2,2,10,1,1,20,1,4,20,1,4,20,1,4,10,1,3,10,1,3,Late,1
R_O0SumjZ2KAL4OZ3,Yes,1,40,1,1,20,1,1,10,4,4,50,1,1,60,1,2,10,1,1,10,1,1,50,3,3,30,3,3,10,1,1,70,4,4,0,1,3,10,1,3,0,1,3,30,3,4,Late,1
R_DSpqTtdQh764tlT,Yes,1,50,3,2,80,5,4,20,1,1,80,5,4,90,5,4,20,1,1,10,1,2,50,3,2,30,1,1,10,1,1,10,1,3,20,3,3,20,3,3,10,1,3,90,5,4,Late,1
R_1k1CorGczX9yBc4,Yes,1,,,,,,,80,4,4,50,3,3,,,,,,,10,1,,80,4,4,80,3,1,,,,,,,0,3,4,0,3,4,10,1,2,0,3,4,Late,1
R_3nH6R3X2j4TMmYe,Yes,1,50,3,2,50,3,2,60,4,3,50,3,3,50,3,2,50,3,2,70,3,3,60,3,2,30,1,1,20,2,2,60,5,3,10,3,2,60,5,4,60,3,3,20,3,2,Late,0
R_2tGcmv09byhNktn,Yes,1,10,1,2,10,1,1,30,1,1,10,1,2,10,1,1,20,1,2,10,1,2,50,3,2,10,1,1,0,1,1,40,3,3,10,1,3,10,1,3,50,1,3,80,3,2,Late,1
R_d9V41hTkv2qeJNv,Yes,1,50,3,1,10,1,1,30,1,1,10,1,1,10,1,1,20,1,1,20,1,2,30,3,2,10,1,1,0,1,1,20,2,3,30,4,3,70,4,3,20,1,2,10,1,2,Late,1
R_3qm7zBcjUrVb5pM,Yes,1,,1,1,,1,1,,,,,1,1,,1,1,,1,1,,1,1,,1,1,,1,1,,1,1,,1,2,0,1,2,,1,3,,1,2,,1,2,Late,1
R_2f6yitBFsIzJAwL,Yes,1,50,3,3,30,1,1,30,1,1,40,2,3,10,1,1,10,1,1,50,2,1,0,1,1,20,1,1,10,1,1,10,1,3,10,1,4,20,5,4,10,1,2,40,3,3,Late,0
R_3oFmPhOzm8Qne4Z,Yes,1,60,3,3,70,3,2,10,1,1,30,2,2,20,1,1,10,1,1,30,2,3,30,2,2,20,2,3,20,1,1,30,2,2,10,2,4,40,4,4,10,1,3,20,1,2,Late,0
R_2yjD8gfbjUgWu30,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,1,2,10,1,2,,,,,,,,,,,,,50,1,1,0,1,1,20,4,3,30,4,4,50,5,4,30,1,3,60,5,4,Late,0
R_6hSqJ8pvFJlVrKF,Yes,1,90,1,2,30,1,1,50,1,2,80,3,2,90,5,3,50,3,2,0,1,1,80,3,2,70,1,1,0,1,1,0,1,2,10,1,3,,1,3,10,2,3,20,1,4,Late,1
R_TbHICf3ygVZFfnH,Yes,1,90,4,3,90,5,4,20,1,1,30,3,3,20,1,1,20,1,1,60,1,2,10,1,1,10,1,1,20,1,1,10,1,3,10,1,2,50,3,3,20,1,3,90,4,3,Late,0
R_28UpPaXv6ljlm3Q,Yes,1,90,3,3,90,4,2,50,1,2,,,,30,1,1,80,2,2,10,1,1,60,2,2,40,2,1,20,1,1,10,1,2,20,1,2,10,1,2,30,3,3,,,,Late,0
R_1DVmrX8WAXKCgLA,Yes,1,30,1,2,30,1,2,30,1,1,60,1,2,90,3,3,60,1,2,30,1,2,30,1,1,50,1,1,10,1,1,0,1,2,10,1,2,10,,,30,1,2,60,5,3,Late,1
R_2ebpS46f5ywU263,Yes,1,90,3,2,80,2,2,70,3,2,50,1,1,10,1,1,30,1,1,50,3,2,70,2,2,40,1,1,20,1,1,30,1,3,40,2,3,50,3,4,40,1,3,40,3,3,Late,0
R_3PT5QswhUUgGN6G,Yes,1,60,4,2,50,1,1,60,2,1,70,4,3,40,1,1,20,1,1,50,1,2,50,1,1,50,1,1,0,1,1,0,1,4,20,4,4,20,5,4,20,1,3,30,3,4,Late,1
R_8bOUM8hEOdhZAbv,Yes,1,80,3,3,,,,20,2,2,50,3,3,,,,40,3,2,20,1,2,80,3,3,20,1,1,10,1,2,20,3,2,20,3,3,20,2,3,20,3,3,,,,Late,1
R_3Jq6ezbS2bHaUWt,Yes,1,80,3,2,50,3,2,80,3,2,90,3,2,,3,2,40,1,1,80,1,2,80,3,2,70,1,1,20,1,2,10,1,2,10,1,2,10,1,2,30,1,3,60,4,4,Late,0
R_2vcfcxbEpUjQL71,Yes,1,80,3,1,30,1,1,30,1,1,70,1,1,30,1,1,10,1,1,30,1,,30,1,1,30,1,1,20,1,1,30,3,3,20,3,4,50,4,4,10,1,3,50,4,4,Late,0
R_3kuE3esvQ2RQpM1,Yes,1,40,1,1,40,1,1,20,2,3,20,1,1,20,1,1,10,1,1,20,1,1,20,1,1,20,1,1,30,1,2,60,5,4,10,1,2,10,1,2,30,1,3,90,1,2,Late,1
R_1jB8ENzAFzxsm8x,Yes,1,60,1,1,60,1,1,60,1,,80,3,3,60,1,,60,1,1,70,1,4,60,1,2,60,1,1,60,1,1,80,3,4,60,5,3,60,3,3,90,3,3,60,1,1,Late,0
R_32WIenqQqquqPEV,Yes,1,30,4,4,10,1,1,10,1,2,20,1,2,50,1,1,20,1,1,10,1,2,20,1,2,90,3,1,10,1,1,60,4,4,10,1,2,10,1,1,10,1,3,30,3,3,Late,1
R_3gMIojX2dQj3uKS,Yes,1,30,3,2,50,3,2,30,1,1,50,3,2,10,1,1,20,1,1,20,1,1,30,3,2,50,1,1,10,1,1,20,1,3,50,5,4,50,5,4,10,1,3,30,4,4,Late,1
R_1C2cRI4oz5GGMni,Yes,1,50,3,3,30,1,2,10,1,1,80,4,4,10,1,1,50,3,2,100,4,3,90,4,3,40,3,1,0,1,1,80,4,4,10,1,2,10,1,1,90,4,3,50,4,2,Late,1
R_2RWJOYxER4lIXU2,Yes,1,60,1,1,60,1,1,60,1,1,70,3,2,40,1,1,40,3,2,10,1,2,40,1,2,80,1,1,30,1,1,30,5,4,10,3,2,10,3,4,30,3,3,50,1,2,Late,0
R_1gBfn2p48rnZxtG,Yes,1,70,3,2,70,3,2,50,5,4,70,3,2,90,4,3,70,2,2,60,3,3,70,2,2,80,2,1,80,1,1,70,3,3,20,3,3,20,2,3,20,3,3,40,3,3,Late,0
R_3I6l4oHYwFBdbHH,Yes,1,90,3,3,50,1,2,100,3,2,100,3,2,50,1,1,50,1,1,100,3,2,50,1,2,50,1,1,50,1,1,10,1,1,,,,30,3,2,50,3,3,90,5,4,Late,1
R_10Sj20ggznKgbx7,Yes,1,10,1,1,10,1,1,,,,,1,,10,1,1,,2,2,10,1,1,10,1,2,20,1,1,10,1,1,,,,30,3,,10,1,2,,,,30,3,,Late,0
R_qxgfHYRTQlcRBMR,Yes,1,,,,30,3,4,80,5,4,20,2,,50,5,3,10,1,1,50,,3,20,2,1,10,1,1,20,2,4,90,5,4,,,,10,2,2,20,2,4,,,,Late,0
R_3svm9oVOxXUA800,Yes,1,60,4,3,,,,10,1,1,40,3,2,20,1,1,10,1,1,,,,50,1,1,,,,10,1,1,,,,50,3,3,30,4,3,10,3,3,80,5,4,Late,0
R_dd7ueAMZYlxUnV7,Yes,1,80,2,1,80,1,1,40,3,3,90,3,2,70,1,1,60,2,2,20,2,2,50,1,2,80,1,1,80,2,2,80,5,4,10,1,3,10,1,3,20,2,,30,3,3,Late,0
R_2akswVa8nLYRFe5,Yes,1,30,1,1,10,1,1,50,1,1,10,1,1,10,1,1,,,,10,1,1,10,1,1,10,1,1,,1,1,0,1,3,10,1,,10,1,2,10,1,3,,,,Late,1
R_3rJtKZiqBSwNQcY,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,1,10,1,2,,,,,,,,,,,,,10,1,1,0,1,1,50,3,3,50,3,4,80,4,4,80,4,3,60,4,3,Late,0
R_2B4zv7btpN4uPUR,Yes,1,90,4,3,90,3,3,90,3,2,100,5,4,80,1,1,30,1,,50,1,2,90,3,3,80,1,1,10,1,1,50,5,3,10,1,,40,3,3,10,1,,90,5,4,Late,1
R_XprERZqNvfyeWCR,Yes,1,80,3,1,0,1,1,0,1,1,50,3,1,10,1,1,20,1,1,20,1,1,60,3,3,10,1,1,10,1,1,10,1,2,10,1,2,10,1,3,10,1,2,50,3,3,Late,0
R_3LdtNwivfFSQQDK,Yes,1,30,1,1,10,1,1,50,2,,100,3,,10,1,1,10,1,1,0,1,1,20,1,2,10,1,1,0,1,1,10,1,,40,1,3,,,,10,1,1,80,4,4,Late,0
R_3nuUQxinOVj7zlw,Yes,1,40,1,1,10,1,2,10,1,1,20,1,2,30,1,2,10,1,2,10,3,3,10,1,1,40,1,1,0,1,1,20,3,3,0,1,3,0,1,3,0,1,3,30,3,2,Late,1
R_3meQ35YxRhWaKDt,Yes,1,70,3,3,,1,1,30,1,1,70,3,2,30,1,1,30,1,1,,1,2,50,1,1,70,1,1,40,1,1,10,1,2,10,3,3,20,3,4,30,3,3,40,4,3,Late,1
R_9MKjS1yAOBUFpIZ,Yes,1,30,2,3,70,3,3,70,3,3,90,4,3,80,5,3,70,4,2,80,4,3,100,4,3,50,3,2,90,3,2,60,1,2,50,3,3,60,3,3,60,3,3,70,4,3,Late,0
R_ROWdGDJtoqaihAl,Yes,1,60,3,2,20,1,1,80,4,4,20,2,3,10,3,3,90,2,2,20,1,2,80,1,1,90,3,4,20,1,1,50,4,4,40,3,2,30,4,3,10,1,3,80,4,3,Late,0
R_2vkohXJKx3Xd0At,Yes,1,70,3,2,70,2,2,70,1,2,80,3,3,20,1,1,70,3,2,70,4,3,80,4,2,70,2,1,40,1,1,60,5,4,10,1,4,10,1,4,10,1,4,40,3,4,Late,0
R_1QB1mWT60Plr886,Yes,1,90,4,3,60,3,2,90,3,2,90,4,3,10,1,1,30,1,1,30,3,2,20,1,1,20,1,1,10,1,1,10,1,3,20,3,3,50,3,3,10,3,3,40,3,3,Late,1
R_3QEJsQ24VhLy5sp,Yes,1,50,3,1,40,1,1,30,1,1,70,1,1,50,1,1,20,1,1,20,1,1,30,1,1,60,1,1,20,1,1,20,1,3,30,3,3,20,2,3,10,1,3,60,3,3,Late,1
R_Df3enFJXKF8ZpDj,Yes,1,70,3,2,60,3,2,30,1,1,60,3,2,70,4,3,20,,,30,1,1,30,3,2,30,1,1,10,1,1,20,1,3,50,3,4,40,3,3,30,1,3,40,3,3,Late,0
R_3h0A7y1ZlDyYR50,Yes,1,20,3,2,20,3,2,0,1,1,10,1,2,50,3,1,10,1,1,0,1,1,50,3,2,10,1,4,0,1,1,10,1,3,10,1,3,30,3,3,50,3,3,30,1,2,Late,1
R_ZzaD0bZN8ZZGnf3,Yes,1,40,3,3,10,3,3,30,3,3,30,3,3,30,1,2,30,1,1,40,2,2,30,1,2,70,1,4,60,1,2,10,4,3,10,1,3,20,1,3,60,4,3,70,3,,Late,1
R_28MPZADj3ET3xI3,Yes,1,50,3,2,50,3,1,10,1,1,,,,70,1,1,,,,10,,,,,,10,1,1,,,,40,2,3,20,2,4,,,,20,1,,80,4,4,Late,1
R_3QE2paHDxTgp8tC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,1
R_OPwtKJ4gqcJPyaR,Yes,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,4,10,1,1,20,1,1,10,1,1,10,1,1,10,1,1,40,1,2,50,3,3,50,3,3,30,3,2,80,4,3,Late,1
R_3ENctRY9iLl7SeS,Yes,1,,5,4,,1,4,,2,2,,1,1,,4,,,1,1,,1,2,,1,2,,1,1,,1,1,,3,3,,1,1,,1,2,,2,3,,3,3,Late,0
