"ID","A1_1","A1_2","B1","C1_1","C1_2","C1_3","A2_1","A2_2","B2","C2_1","C2_2","C2_3","A3_1","A3_2","B3","C3_1","C3_2","C3_3","A4_1","A4_2","B4","C4_1","C4_2","C4_3","A5_1","A5_2","B5","C5_1","C5_2","C5_3","A6_1","A6_2","B6","C6_1","C6_2","C6_3","A7_1","A7_2","B7","C7_1","C7_2","C7_3","A8_1","A8_2","B8","C8_1","C8_2","C8_3","A9_1","A9_2","B9","C9_1","C9_2","C9_3","A10_1","A10_2","B10","C10_1","C10_2","C10_3","doubt_other_inst","doubt_same_inst","doubt_students","doubt_yourself","main_area","area_other","do_research","funding","funding_5_years","observation","experiment","modelling","survey","method_other","method_other_descript","clinic","lab","field","location_other","location_other_descript","institution_priority","institution_type","position","position_other","higher_degree","sex","skin_colour","age","brazilian","other_nation","other_nation_descript","country_higher_degree","suggestions"
469,3,15,2,NA,NA,NA,50,35,1,3,"Somos limitados por espaço a descrever de forma objetiva, dessa forma, nem sempre TODAS as informações são descritas. Porém, coloca-se todas aquelas suficientemente necessárias à replicação.",NA,1,3,2,NA,NA,NA,10,5,2,NA,NA,NA,7,13,2,NA,NA,NA,15,5,2,NA,NA,NA,3,1,2,NA,NA,NA,5,5,2,NA,NA,NA,5,5,2,NA,NA,NA,0,0,2,NA,NA,NA,"Once or twice","Often","Once or twice","Once or twice","Social",NA,"Yes","No","No","No","No","Yes","Yes",0,NA,"No","Yes","Yes","No",NA,"Research","Public","Graduate student",NA,"Undergraduate","Male","Parda",27,"Yes","No",NA,"Brasil",NA
473,80,70,1,3,"Pela impossibilidade de publicação, caso não fosse feita dessa forma  Exigência de orientador",NA,10,0,2,NA,NA,NA,29,10,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,70,30,2,NA,NA,NA,90,71,1,3,NA,NA,90,60,1,2,NA,"Imaturidade, e falta de orientação ","Occasionally","Often","Once or twice","Occasionally","Organizational and Work",NA,"Yes","Yes","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","Parda",29,"Yes","No",NA,"Brasil","O aparelho q respondi é um IOS,  tive que fazer intuitivamente, pois a bolinha de arrastar não aparece!  Sucesso, boa sorte!"
474,55,55,1,3,"Pois validariam os argumentos levantados e a proposta da pesquisa, assim como auxiliariam na compreensão dos resultados obtidos. ",NA,73,85,2,NA,NA,NA,22,11,2,NA,NA,NA,32,6,2,NA,NA,NA,4,1,2,NA,NA,NA,24,21,2,NA,NA,NA,6,2,2,NA,NA,NA,97,97,2,NA,NA,NA,12,3,2,NA,NA,NA,16,18,2,NA,NA,NA,"Occasionally","Once or twice","Occasionally","Once or twice","Organizational and Work",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","Graduate student",NA,"Masters","Female","Parda",32,"Yes","No",NA,"brasil","Achei pouco claro os enunciados, pois estão apenas no início e depois não repetem como preencher. Não sou professor, sou estudante de pós e nas respostas tenho que colocar. Como estava ensinando em Faculdade Privada, marquei esta opção."
475,90,94,1,3,"A utilização da prática da pesquisa deve ser util para que possamos demonstrar a validade dos resultados.",NA,96,10,2,NA,NA,NA,56,78,2,NA,NA,NA,10,100,2,NA,NA,NA,4,10,2,NA,NA,NA,94,87,1,2,"Neste caso justifica-se para a pesquisa a necessidade de demonstrar a viabilidade dos resultados previsiveis",NA,0,100,2,NA,NA,NA,85,51,2,NA,NA,NA,91,83,2,NA,NA,NA,31,79,2,NA,NA,NA,"Never","Never","Never","Never","School and Education",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","other","Mestrado concluido em 2017","Masters","Female","Black",50,"Yes","No",NA,"Brasil",NA
477,90,5,1,3,"Dificilmente conseguiria publicar com os resultados negativos! Ou, na verdade, medo de não conseguir publicar reportando resultados negativos. E também vergonha diante dos pares por apresentar um trabalho que  deu errado .",NA,70,20,2,NA,NA,NA,75,15,2,NA,NA,NA,90,10,2,NA,NA,NA,30,19,2,NA,NA,NA,60,51,1,2,"Sempre ouvi, desde a graduação, de professores e colegas mais veteranos, que muitas vezes  não sabemos como a pesquisa irá se desenrolar, nem todos os resultados são previstos . Daí vamos fazendo a pesquisa e vendo os resultados que aparecem. Muitas vezes, de fato, os resultados são diferentes do esperado, porém poucos declaram no texto do artigo ou da dissertação/tese que aqueles resultados foram diferentes dos objetivos do trabalho. Muitos acabam mudando o que foi dito nos objetivos e nas hipóteses para dar a entender que o resultado encontrado já era o previsto inicialmente. ",NA,20,1,2,NA,NA,NA,50,25,2,NA,NA,NA,51,16,2,NA,NA,NA,30,29,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","Behavior Analysis",NA,"Yes","No","No","No","Yes","No","No",0,NA,"No","No","No","Yes","Escola","Research","Public","Graduate student",NA,"Masters","Male","White",31,"Yes","No",NA,"Brasil","De mogo geral, os itens deste formulário são bem pertinentes.    Achei o segundo item das perguntas sobre as práticas, se alguém indicaria que fez tal coisa, achei difícil de entender o que estava sendo perguntado. Na verdade, não sei se entendi direito a pergunta.    Parabéns pela pesquisa, os resultados com certeza serão muito interessantes. Espero que sejam amplamente divulgados e debatidos."
480,70,40,1,2,"A pesquisa brasileira é totalmente dependente da quantidade/qualidade de publicações. Dados que não deram resultados não são aceitos em revistas de qualidade.",NA,40,20,2,NA,NA,NA,20,20,2,NA,NA,NA,70,50,1,2,"Mesmo motivo anterior. Com o n amostral muito baixo o resultado fica muito pobre e estatisticamente duvidoso, dados pobres não são aceitos para publicação.",NA,20,20,2,NA,NA,NA,50,50,1,2,"Mesmo motivo do anterior. O artigo precisa  vender  o resultado, geralmente se baseia a discussão nos resultados encontrados... artigos pobres e controversos não são aceitos para publicação em revista de qualidade.",NA,20,0,2,NA,NA,NA,50,50,2,NA,NA,NA,20,20,2,NA,NA,NA,50,27,2,NA,NA,NA,"Occasionally","Occasionally","Often","Once or twice","Behavior Analysis",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","Black",27,"Yes","No",NA,"Brasil",NA
483,80,40,1,2,"Os fracassos vividos no processo de pesquisa, durante o relato, não possuíam relevância para a divulgação. Contudo, reconheço a importância de, na minha área de atuação, divulgar e discutir com pormenor as práticas de pesquisa/intervenção que venham a malograr.",NA,60,10,2,NA,NA,NA,70,35,2,NA,NA,NA,40,40,2,NA,NA,NA,30,0,2,NA,NA,NA,20,0,2,NA,NA,NA,10,0,2,NA,NA,NA,70,0,2,NA,NA,NA,25,15,2,NA,NA,NA,30,0,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Once or twice","Organizational and Work",NA,"Yes","Yes","Yes","No","No","No","No",1,"Abordagem qualitativa - pesquisa-ação","No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","White",31,"Yes","No",NA,"Brasil","Abordagens qualitativas de pesquisa em Psicologia, que compõe um quadro importante da produção científica em nossa área, não estão muito bem representadas no inquérito."
485,80,40,1,3,"Devido a característicos do próprio estudo e da área",NA,81,40,1,2,"Nem sempre dispomos de espaço suficiente em um periódico para relatar, em um artigo, todas as condições de um estudo de forma detalhada. Além disso, algums condições de estudos em psicologia podem ser inferidas com base na técnica utilizada (ex.: aplicação de questionários). Assim, embora nem sempre seja possível relatar detalhadamente todas as condições de realização de um estudo, penso que as mais relevantes e associadas às limitações do estudo devam ser reportadas.",NA,80,31,1,2,"Muitas vezes, estudos em psicologia lidam com muitas variáveis, dependentes e indenpendentes, a fim de corroborar hipóteses. Muitos pesquisadores também lançam mão de estudos grandes subdivididos em investigações menores, enfocando em cada um desses algum aspecto pertinente ao seu programa de estudo. Penso que a pressão para publicar, algumas práticas e cultura de alguns programas de pós-graduação do pais, incentivem essa subdivisão de projetos maiores em unidades publicáveis menores. Isso eleva os indicadores de produtividades dos pesquisadores, e consequentemente dos programas.",NA,51,27,2,NA,NA,NA,50,21,2,NA,NA,NA,54,29,2,NA,NA,NA,20,3,2,NA,NA,NA,30,1,2,NA,NA,NA,71,24,2,NA,NA,NA,63,33,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","Organizational and Work",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Doctorate","Male","Parda",33,"Yes","No",NA,"Brasil","No item, você trabalha em alguma instituição de ensino, deveria haver a opçõa (Não). Nem todo pesquisador está associado a instituição de ensino. "
486,75,75,2,NA,NA,NA,50,30,2,NA,NA,NA,70,70,1,2,NA,NA,61,41,2,NA,NA,NA,41,19,2,NA,NA,NA,90,51,2,NA,NA,NA,15,1,2,NA,NA,NA,50,20,2,NA,NA,NA,62,61,2,NA,NA,NA,70,50,2,NA,NA,NA,"Occasionally","Occasionally","Once or twice","Once or twice","Health",NA,"No","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Substitute professor",NA,"Masters","Female","Parda",33,"Yes","No",NA,"Brasil",NA
487,80,60,1,3,"Em estudos cujas investigações estivessem focando nesse aspecto.",NA,10,10,2,NA,NA,NA,40,20,1,2,"Algumas variáveis poderiam ter sido não consideradas rekevantes ao estudo.",NA,80,61,1,3,"Em momento de submissão de artigo, por sugestão de pareceristas, busquei aumentar o tamanho da amostra para atender às solicitações.",NA,10,10,2,NA,NA,NA,20,10,2,NA,NA,NA,10,1,2,NA,NA,NA,80,50,1,3,NA,"Quando havia apenas um sujeito com idade mais avançada em um estudo e foi decidido excluir, para manter a amostra mais homogênea.",50,40,2,NA,NA,NA,80,60,1,2,NA,"Porque muitas vezes pode não ter sido considerado relevante esse dado.","Once or twice","Once or twice","Once or twice","Never","Clinical",NA,"Yes","Yes","Yes","Yes","Yes","No","No",0,NA,"Yes","No","Yes","No",NA,"Equal emphasis","Private","Emeritus professor",NA,"Doctorate","Female","White",53,"Yes","No",NA,"Brasil",NA
491,40,50,2,NA,NA,NA,43,49,2,NA,NA,NA,56,61,2,NA,NA,NA,20,20,2,NA,NA,NA,3,7,2,NA,NA,NA,9,6,2,NA,NA,NA,3,4,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","Behavior Analysis",NA,"No","No","No","No","Yes","No","No",0,NA,"Yes","No","No","No",NA,"Research","Private","other","Estudante de mestrado","Undergraduate","Male","Parda",34,"Yes","No",NA,"Brasil",NA
498,33,33,1,2,"Resultado nulo não foi publicado em periódico importante. Havia falhas no delineamento.",NA,66,66,1,3,"Algumas condições experimentais não são relevantes para o ponto em discussão. Desde que não haja interação com outras condições, é justificável não mencionar a condição.",NA,66,66,1,2,"Algumas variáveis em discussão (ex., tempo de reação) podem estar relacionadas com outras (ex., acurácia). Se os resultados não apresentarem relação importante entre as duas, não há problema em não mencionar uma ou outra.",NA,85,85,1,2,"Não é ideal, mas se resultados forem baseados em boa hipótese, é possível que falta de significância seja resultado de baixo poder. Para hipóteses a posteriori, por outro lado, prática não é justificável.",NA,85,85,2,NA,NA,NA,85,45,2,NA,NA,NA,5,0,2,NA,NA,NA,60,10,1,2,NA,"É justificável se dado for  outlier , identificado por métodos amplamente difundidos (ex., 2,5 desvios-padrão além da média/mediana).",66,15,2,NA,NA,NA,40,10,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Cognitive",NA,"Yes","No","No","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Male","White",40,"Yes","No",NA,"Brasil, Inglaterra",NA
500,80,70,1,3,NA,NA,30,10,2,NA,NA,NA,30,11,2,NA,NA,NA,20,10,2,NA,NA,NA,17,16,2,NA,NA,NA,30,13,2,NA,NA,NA,6,2,2,NA,NA,NA,19,15,2,NA,NA,NA,50,50,2,NA,NA,NA,26,26,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Development",NA,"Yes","No","No","No","No","No","No",1,"Qualitativa","No","No","No","Yes","Instituição ","Teaching","Public","Adjunct professor",NA,"Doctorate","Female","Parda",37,"Yes","No",NA,"Brasil",NA
502,50,10,2,NA,NA,NA,20,20,2,NA,NA,NA,50,50,1,3,"Por acreditar que não faria diferença no resultado",NA,80,20,2,NA,NA,NA,90,80,2,NA,NA,NA,60,20,2,NA,NA,NA,20,0,2,NA,NA,NA,90,20,1,3,NA,"Pois só percebi depois que havia uma falha na maneira em que queria testar os dados, então reorganizei a amostra, de forma que fizesse sentido para a pergunta e obtive resultados diferentes e que faziam mais sentido com o encontrado na literatura. ",50,30,2,NA,NA,NA,10,10,2,NA,NA,NA,"Once or twice","Occasionally","Occasionally","Once or twice","Evolutionary",NA,"Yes","Yes","Yes","No","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Graduate student",NA,"Undergraduate","Female","Black",24,"Yes","No",NA,"Brasil","Acho esse estudo extremamente relevante. Como o Brasil não possui um bom incentivo para formar pesquisadores (apenas professores que precisam se desdobrar para cumprir os três pilares da universidade: extensão, pesquisa e ensino), a verba é muito pouca. Precisamos nos desdobrar para obter publicações e assim receber um mínimo de orçamento das empresas de fomento para poder continuar realizando pesquisas. Nessa correria, com dificuldades e pouco reconhecimento, é possível que práticas como essas, avaliadas no questionário, tenham vez e se tornem comuns, como forma de sobrevivência da ciência no país. "
504,48,49,1,3,"Pois o modelo pode ser replicável ou adaptaodo",NA,54,53,2,NA,NA,NA,25,23,2,NA,NA,NA,68,73,1,3,"Ampliamos a coleta para mais pessoas numa segunda fase de coleta para ampliar a amostra. Não mentimos dados",NA,29,27,2,NA,NA,NA,46,46,2,NA,NA,NA,23,23,2,NA,NA,NA,32,33,2,NA,NA,NA,43,42,2,NA,NA,NA,31,31,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Organizational and Work",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Graduate student",NA,"Masters","Female","White",37,"Yes","No",NA,"brasil","Sou estudante de doutorado e professora de graduação, assistente. Deixar a opção de marcar duas respostas. Ora a perguta parecia se refeerir ao meu local de trabalho, ora como estudante. Não entendi a diferença das perguntas de percentual nas perguntas iniciais, deixar mais clara a diferença, com exemplos. "
507,31,29,2,3,NA,NA,4,2,2,NA,NA,NA,1,1,2,NA,NA,NA,2,2,2,NA,NA,NA,1,1,2,NA,NA,NA,1,1,2,NA,NA,NA,1,1,2,NA,NA,NA,0,0,2,NA,NA,NA,0,1,2,NA,NA,NA,0,0,2,NA,NA,NA,"Never","Never","Never","Never","Mental Health",NA,"Yes","Yes","Yes","Yes","No","No","Yes",0,NA,"Yes","No","No","No",NA,"Equal emphasis","Private","Associate professor",NA,"Doctorate","Female","White",60,"Yes","No",NA,"Suiça","Achei confusas as questões."
508,100,76,1,2,"A pesquisa em psicanálise requer metodologia diferente de construção do que uma pesquisa empírica em psicologia. Coloco  possivelmente  justificável pois as construções teóricas feitas a partir de casos clínicos requerem afinidade com os textos teóricos, apesar do resultado e discussão não necessariamente precisarem concordarem com as proposições teóricas. No entanto, observo na leitura de artigos que em pesquisas de psicologia experimental isso também ocorre, quando na verdade não deveria.  ",NA,100,71,1,3,"Acho impossível transmitir numa pesquisa TODAS as condições do estudo. É irreal idealizar que tal completude seja alcançada ou até desejável. Penso na escuta psicanalítica e de como é preciso que o analista eleja um significante para dar continuidade a um atendimento. Imagino que seja análogo a escolha de uma variável para experimentar. No entanto, acredito que deliberadamente esconder uma variável para que o estudo seja mais compreensível é uma prática corriqueira nas pesquisas experimentais. Desse modo, o artigo tem mais chances de ser publicado.",NA,100,99,1,3,"Como coloco na outra pergunta, acho importante que se eleja uma variável dependente (usando os termos da pesquisa). Acredito que seja impossível transmiti-las todas. Isso não significa que eu concorde ou ache correto que deliberadamente isso seja feito pela pesquisadora para validar uma pesquisa.",NA,51,49,2,NA,NA,NA,65,65,2,NA,NA,NA,80,80,2,NA,NA,NA,29,29,2,NA,NA,NA,70,70,2,NA,NA,NA,50,50,2,NA,NA,NA,40,40,2,NA,NA,NA,"Often","Often","Often","Once or twice","other","Psicanálise","Yes","Yes","Yes","No","No","No","No",1,NA,"Yes","No","No","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",26,"Yes","No",NA,"Brasil","Achei as duas perguntas que envolviam os percentuais confusas."
511,90,20,2,NA,NA,NA,60,10,2,NA,NA,NA,98,6,2,NA,NA,NA,75,80,1,1,NA,"Na época, eu não sabia que isso era uma prática questionável de pesquisa.",85,42,2,NA,NA,NA,98,1,2,NA,NA,NA,64,2,2,NA,NA,NA,99,40,1,2,NA,"Queríamos ver qual era o impacto de outliers no resultado final. Tal ação foi explicitada no manuscrito do estudo.",98,65,2,NA,NA,NA,62,56,2,NA,NA,NA,"Occasionally","Occasionally","Often","Occasionally","Social",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",0,NA,"No","Yes","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Male","White",25,"Yes","No",NA,"Brasil","Não vi como vocês testariam hipóteses explicativas sobre o fenômeno, mas talvez possa ser consequência deste estudo."
512,30,1,2,NA,NA,NA,30,1,2,NA,NA,NA,20,1,2,NA,NA,NA,10,5,2,NA,NA,NA,16,3,2,NA,NA,NA,5,1,2,NA,NA,NA,5,0,2,NA,NA,NA,5,2,2,NA,NA,NA,10,1,2,NA,NA,NA,5,0,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","School and Education",NA,"Yes","No","No","Yes","No","No","No",0,NA,"No","No","No","Yes","escolas","Teaching","Public","Assistant professor",NA,"Masters","Female","White",50,"Yes","No",NA,"Brasil","Aponto que alguns problemas na condução das pesquisas às vezes podem acontecer pela fragilidade na formação de pesquisadores, não necessariamente por má fé do profissional. Na minha prática muitas vezes vejo isso. "
514,10,28,2,NA,NA,NA,100,86,1,3,"os detalhes omitidos não eram considerados importantes para apresentação da pesquisa em congresso ou publicação",NA,0,0,2,NA,NA,NA,77,50,2,NA,NA,NA,11,100,2,NA,NA,NA,71,4,2,NA,NA,NA,5,0,2,NA,NA,NA,77,55,2,NA,NA,NA,6,5,2,NA,NA,NA,82,51,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Once or twice","Organizational and Work",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","White",26,"Yes","No",NA,"brasil",NA
515,90,90,1,3,"Porque apresentamos as pesquisas tb eficazes e q podem apontar caminhos possíveis de pesquisa",NA,75,80,2,NA,NA,NA,75,75,2,NA,NA,NA,52,55,2,NA,NA,NA,89,90,1,3,"É justificável quando se trabalha com saturação teórica ",NA,50,50,2,NA,NA,NA,20,20,2,NA,NA,NA,18,20,2,NA,NA,NA,22,21,2,NA,NA,NA,33,25,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Clinical",NA,"Yes","Yes","Yes","No","No","No","No",1,"Fenomenológica ","Yes","No","No","No",NA,"Teaching","Private","Emeritus professor",NA,"Doctorate","Female","White",50,"Yes","No",NA,"Brasil","Algumas perguntas não achei q foram claras"
517,90,10,2,NA,NA,NA,90,10,2,NA,NA,NA,90,10,2,NA,NA,NA,90,10,2,NA,NA,NA,90,10,2,NA,NA,NA,94,8,1,2,"O tempo limitado pode levar a iniciar a coleta de dados antes de uma análise extensiva da literatura para determinar todas as previsões possíveis.",NA,29,1,2,NA,NA,NA,89,30,2,NA,NA,NA,37,27,2,NA,NA,NA,25,7,2,NA,NA,NA,"Often","Often","Often","Never","Social",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",28,"Yes","No",NA,"Brasil",NA
525,9,9,2,NA,NA,NA,52,53,1,2,NA,NA,44,43,2,NA,NA,NA,59,61,2,NA,NA,NA,62,64,2,NA,NA,NA,76,76,2,NA,NA,NA,43,44,2,NA,NA,NA,82,82,1,2,NA,NA,73,74,1,2,NA,NA,83,84,2,NA,NA,NA,"Often","Occasionally","Often","Once or twice","Organizational and Work",NA,"No","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","White",30,"Yes","No",NA,"brasil",NA
527,95,80,2,NA,NA,NA,70,30,1,2,"Foram duas situações.   1)Na primeira em um estudo transversal sobre cronobiologia, o número de indivíduos pertencentes a dois cronotipos extremos foi pequeno demais para que fosse possível utilizá-los em um tratamento estatístico, portanto foram excluídos.   2)Na segunda situação eu fui contrário à prática, por acreditar que a utilização de todos os grupos no trabalho, mesmo não obtendo resultados significativos, fosse o correto. Entretanto, o orientador da pesquisa tomou a decisão por si só e excluiu um dos grupos.",NA,95,10,2,NA,NA,NA,50,50,2,NA,NA,NA,25,70,2,NA,NA,NA,70,30,2,NA,NA,NA,60,0,2,NA,NA,NA,90,35,2,NA,NA,NA,20,5,2,NA,NA,NA,30,1,2,NA,NA,NA,"Often","Occasionally","Often","Once or twice","Behavior Analysis",NA,"Yes","No","No","No","Yes","No","Yes",0,NA,"No","Yes","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Male","Parda",33,"Yes","No",NA,"Brasil","Acredito que seria interessante acrescentar questões acerta de:   1)alguma vez você teve que realizar tal prática induzido por um orientador de pós-graduação?  2)alguma vez você teve que realizar tal prática induzido por outro pesquisador participante ou coordenador do estudo?  3)você se recusaria a participar como co-autor de uma publicação caso uma dessas práticas fosse adotada na realização da pesquisa ou elaboração do artigo?"
529,75,50,2,NA,NA,NA,75,50,2,NA,NA,NA,86,67,2,NA,NA,NA,95,65,1,2,NA,NA,57,45,2,NA,NA,NA,89,74,2,NA,NA,NA,10,2,2,NA,NA,NA,90,80,1,3,NA,NA,86,71,1,3,NA,NA,46,37,2,NA,NA,NA,"Once or twice","Occasionally","Often","Once or twice","Neuropsychology",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Male","White",23,"Yes","No",NA,"Brasil",NA
532,50,32,1,3,"Porque os resultados possibilitaram respostas à determinadas situações vivenciadas pelas pessoas do estudo, dentro de organizações de trabalho",NA,41,70,2,NA,NA,NA,10,22,2,NA,NA,NA,34,19,2,NA,NA,NA,13,12,2,NA,NA,NA,44,71,2,NA,NA,NA,4,4,2,NA,NA,NA,18,37,2,NA,NA,NA,50,71,2,NA,NA,NA,10,4,2,NA,NA,NA,"Never","Never","Never","Never","Organizational and Work",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Emeritus professor",NA,"Masters","Female","Parda",63,"Yes","No",NA,"Brasil",NA
534,10,10,2,NA,NA,NA,25,10,2,NA,NA,NA,5,5,2,NA,NA,NA,55,70,2,NA,NA,NA,60,80,2,NA,NA,NA,40,45,2,NA,NA,NA,3,1,2,NA,NA,NA,75,3,2,NA,NA,NA,69,34,2,NA,NA,NA,44,10,2,NA,NA,NA,"Occasionally","Never","Occasionally","Never","Organizational and Work",NA,"No","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Private","Graduate student",NA,"Masters","Female","White",30,"Yes","No",NA,"Brasil",NA
536,91,23,2,NA,NA,NA,100,100,1,3,"Porque é impossível reportar todas as condições de um estudo, as vezes a gente nem pensa que algo é uma variável e no final é. Não sei se todas as vezes que se faz isso é de proposito ou até mal intencionado. ",NA,65,65,2,NA,NA,NA,95,95,2,NA,NA,NA,41,31,2,NA,NA,NA,66,62,2,NA,NA,NA,8,5,2,NA,NA,NA,85,85,2,NA,NA,NA,36,36,2,NA,NA,NA,5,2,2,NA,NA,NA,"Once or twice","Once or twice","Never","Never","other",NA,"Yes","Yes","Yes","No","Yes","Yes","No",1,"Caracterização de especimes","No","Yes","Yes","No",NA,"Research","Public","Graduate student",NA,"Undergraduate","Female","White",22,"Yes","No",NA,"Brasil",NA
539,80,75,1,3,"As revistas científicas têm feito exigências como essas, mais de forma velada (indireta), e não explicitamente.",NA,90,65,2,NA,NA,NA,55,45,2,NA,NA,NA,97,85,1,3,"Estudos com amostras grandes são mais valorizados nas revistas científicas, inclusive devido à maior possibilidade de análises estatísticas adequadas.",NA,65,45,2,NA,NA,NA,95,65,2,NA,NA,NA,40,5,2,NA,NA,NA,84,65,1,3,NA,"A análise de casos faltoso e extremos é rotina de medidas inferenciais e pressupões tomadas de decisão em função da qualidade dos dados e da qualidade das interações encontradas.",75,26,2,NA,NA,NA,84,60,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Social",NA,"Yes","No","No","No","Yes","No","Yes",0,NA,"No","Yes","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Female","Parda",31,"Yes","No",NA,"Brasil","Gostaria de ter espaço para escrever porque eu acho que os outros pesquisadores adotam práticas que eu não pratico. Inclusive, pensando na desejabilidade social, se alguém não quer admitir que realiza determinada prática, poderia se sentir mais confortável dizendo o que justificaria os outros adotarem essas decisões."
551,50,50,2,NA,NA,NA,70,70,1,3,"Dependendo do tempo e da importância do tema que você necessita apresentar, fazer um resumo é necessário. Quando a descrição é fundamental para a compreensão do que se pretende apresentar ou discutir, a bordagem deve ser de apresentação completa.  ",NA,50,50,2,NA,NA,NA,40,40,1,3," Nem sempre o efeito significativo está correlacionado com uma medida que você possa esquecer de olhar para a variabilidade do grupo analisado. Quando o resultado foi ou é significativo devemos avaliar se a dispersão do grupo sugere ao pesquisador um aumento do número de sujeitos da coleta de dados. Fazer a interpretação correta dos resultados estatísticos,  levando em consideração o contexto estudado é fundamental para a aceitação ou rejeição de uma hipótese.",NA,50,50,1,3,"A possibilidade existe e deve levar em consideração a ética no uso de sujeitos Humanos ou animais, mas também a dispersão da amostra, conforme apresentado em questão anterior.",NA,35,35,2,NA,NA,NA,1,1,2,NA,NA,NA,30,30,2,NA,NA,NA,1,1,2,NA,NA,NA,1,1,2,NA,NA,NA,"Never","Never","Never","Never","other","Neurociência","Yes","No","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Female","White",54,"Yes","No",NA,"Inglaterra","De maneira geral as perguntas são muito subjetivas. principalmente as primeiras. Algumas vezes preferia ter colocado 0%, mas não houve oportunidade de escolha. Não tenho conhecimento sobre toda a área da Psicologia, então a minha avaliação foi subjetiva. "
555,80,100,1,3,"Necessidade de apoiar decisões relativas ao delineamento do trabalho",NA,90,40,2,NA,NA,NA,30,5,2,NA,NA,NA,50,80,2,NA,NA,NA,0,0,2,NA,NA,NA,10,0,2,NA,NA,NA,0,0,2,NA,NA,NA,20,5,2,NA,NA,NA,75,40,2,NA,NA,NA,20,5,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Health",NA,"Yes","Yes","Yes","Yes","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",52,"Yes","No",NA,"Brasil","Sugiro incluir:  Você já reviu os objetivos da sua pesquisa em função dos resultados encontrados?"
